goal,target,indicator,series_code,series_description,geo_area_code,geo_area_name,time_period,value,units,age,sex,location,nature,observation_status
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2014,940.61,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2014,1414.44,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2014,1188.95,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2015,1148.47,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2016,1131.7,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2017,1206.47,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2018,1271.43,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2019,1431.64,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2020,1407.82,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2022,1463.5,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",124,Canada,2023,1347.6,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2000,4407.13,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2001,4279.3,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2002,4300,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2003,4090.2,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2004,3948.9,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2004,7358,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2004,3120,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2005,7127,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2005,3910,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2005,2868,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2006,3939.8,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2006,6891,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2006,2979,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2007,3009,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2007,6498,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2007,3943.1,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2008,3803.52,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2009,3258.05,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2010,3240.44,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2011,3378.38,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2012,2573.71,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2013,3093,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2014,3326.98,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2015,3160.29,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2016,3458.28,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2017,3395.93,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2018,3141.92,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2018,1966.21,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2018,3906.04,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2019,4389.78,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2019,2289.4,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2019,3568.13,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2020,3534.8,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2020,2382.2,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2020,4283.4,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2021,4490.8,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2021,2535,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2021,3725,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2022,4028.4,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2022,3351.6,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2022,2311.9,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2023,3890.5,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2023,2363.9,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2023,3297,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2024,2580.8,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2024,2325.7,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",250,France,2024,2673.8,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2009,2279.13,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2010,2436.75,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2011,2058.34,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2012,1956.33,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2013,2025.43,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2014,2103.37,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2015,1930.57,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2016,1950.91,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2017,1819.55,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2018,1721.56,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2019,1650.78,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2020,1504.74,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,1869.04,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,810.07,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,1994.98,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,1148.82,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,2812.69,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,1018.45,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,295.91,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,1100.02,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2021,2614.61,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2022,1496,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2022,2139,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2022,818,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",276,Germany,2023,1396.8,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2000,3891,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2001,3515,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2002,3311,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2003,3193,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2004,3097,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2005,2848,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2006,2744,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2007,2647,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2008,2445,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2009,1913.47,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2010,1883.78,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2011,2083.95,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2012,1569.36,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2013,1469.23,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2014,1406.31,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2015,1313.89,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2016,1300.51,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2017,1277.69,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2018,1255.67,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2019,1238.38,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2020,1413.27,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2021,1209.49,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2022,1429.18,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",380,Italy,2023,1137.39,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",392,Japan,2016,220,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",392,Japan,2017,220,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",392,Japan,2018,230,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",392,Japan,2019,208,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",392,Japan,2021,266,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",392,Japan,2023,234.6,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2000,4268,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2000,3624,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2001,3384,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2001,3956,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2002,4130,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2002,2009,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2002,3202,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2003,2968,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2003,1852,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2003,3836,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2004,3421,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2004,2121,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2004,2922,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2005,2931,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2005,2156,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2005,3414,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2006,3613,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2006,1899,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2006,2856,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2007,3120,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2007,1484,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2007,4094,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2008,3641,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2008,1952,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2008,3554,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2009,3545,PER_100000_EMP,15+,BOTHSEX,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2009,2353,PER_100000_EMP,15+,FEMALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2009,4350,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2010,3652,PER_100000_EMP,15+,MALE,,C,A
8,8.8,8.8.1,SL_EMP_INJUR,"Non-fatal occupational injuries among employees, by sex and migrant status (per 100,000 employees)",484,Mexico,2010,3131,PER_100000_EMP,15+,FEMALE,,C,A
